phi,volume,time,halos,theta,volumeIdx
270,on,4,off,45,2
270,on,4,off,45,3
270,on,4,off,45,4
270,on,4,off,45,5
270,on,4,off,45,6
270,on,4,off,45,7
270,on,4,off,45,8
270,on,4,off,45,9
270,on,4,off,90,0
270,on,4,off,90,1
270,on,4,off,90,2
270,on,4,off,90,3
270,on,4,off,90,4
270,on,4,off,90,5
270,on,4,off,90,6
270,on,4,off,90,7
270,on,4,off,90,8
270,on,4,off,90,9
270,on,4,off,135,0
270,on,4,off,135,1
270,on,4,off,135,2
270,on,4,off,135,3
270,on,4,off,135,4
270,on,4,off,135,5
270,on,4,off,135,6
270,on,4,off,135,7
270,on,4,off,135,8
270,on,4,off,135,9
270,off,0,on,45,0
270,off,0,on,45,1
270,off,0,on,45,2
270,off,0,on,45,3
270,off,0,on,45,4
270,off,0,on,45,5
270,off,0,on,45,6
270,off,0,on,45,7
270,off,0,on,45,8
270,off,0,on,45,9
270,off,0,on,90,0
270,off,0,on,90,1
270,off,0,on,90,2
270,off,0,on,90,3
270,off,0,on,90,4
270,off,0,on,90,5
270,off,0,on,90,6
270,off,0,on,90,7
270,off,0,on,90,8
270,off,0,on,90,9
270,off,0,on,135,0
270,off,0,on,135,1
270,off,0,on,135,2
270,off,0,on,135,3
270,off,0,on,135,4
270,off,0,on,135,5
270,off,0,on,135,6
270,off,0,on,135,7
270,off,0,on,135,8
270,off,0,on,135,9
270,off,0,off,45,0
270,off,0,off,45,1
270,off,0,off,45,2
270,off,0,off,45,3
270,off,0,off,45,4
270,off,0,off,45,5
270,off,0,off,45,6
270,off,0,off,45,7
270,off,0,off,45,8
270,off,0,off,45,9
270,off,0,off,90,0
270,off,0,off,90,1
270,off,0,off,90,2
270,off,0,off,90,3
270,off,0,off,90,4
270,off,0,off,90,5
270,off,0,off,90,6
270,off,0,off,90,7
270,off,0,off,90,8
270,off,0,off,90,9
270,off,0,off,135,0
270,off,0,off,135,1
270,off,0,off,135,2
270,off,0,off,135,3
270,off,0,off,135,4
270,off,0,off,135,5
270,off,0,off,135,6
270,off,0,off,135,7
270,off,0,off,135,8
270,off,0,off,135,9
270,off,1,on,45,0
270,off,1,on,45,1
270,off,1,on,45,2
270,off,1,on,45,3
270,off,1,on,45,4
270,off,1,on,45,5
270,off,1,on,45,6
270,off,1,on,45,7
270,off,1,on,45,8
270,off,1,on,45,9
270,off,1,on,90,0
270,off,1,on,90,1
270,off,1,on,90,2
270,off,1,on,90,3
270,off,1,on,90,4
270,off,1,on,90,5
270,off,1,on,90,6
270,off,1,on,90,7
270,off,1,on,90,8
270,off,1,on,90,9
270,off,1,on,135,0
270,off,1,on,135,1
270,off,1,on,135,2
270,off,1,on,135,3
270,off,1,on,135,4
270,off,1,on,135,5
270,off,1,on,135,6
270,off,1,on,135,7
270,off,1,on,135,8
270,off,1,on,135,9
270,off,1,off,45,0
270,off,1,off,45,1
270,off,1,off,45,2
270,off,1,off,45,3
270,off,1,off,45,4
270,off,1,off,45,5
270,off,1,off,45,6
270,off,1,off,45,7
270,off,1,off,45,8
270,off,1,off,45,9
270,off,1,off,90,0
270,off,1,off,90,1
270,off,1,off,90,2
270,off,1,off,90,3
270,off,1,off,90,4
270,off,1,off,90,5
270,off,1,off,90,6
270,off,1,off,90,7
270,off,1,off,90,8
270,off,1,off,90,9
270,off,1,off,135,0
270,off,1,off,135,1
270,off,1,off,135,2
270,off,1,off,135,3
270,off,1,off,135,4
270,off,1,off,135,5
270,off,1,off,135,6
270,off,1,off,135,7
270,off,1,off,135,8
270,off,1,off,135,9
270,off,2,on,45,0
270,off,2,on,45,1
270,off,2,on,45,2
270,off,2,on,45,3
270,off,2,on,45,4
270,off,2,on,45,5
270,off,2,on,45,6
270,off,2,on,45,7
270,off,2,on,45,8
270,off,2,on,45,9
270,off,2,on,90,0
270,off,2,on,90,1
270,off,2,on,90,2
270,off,2,on,90,3
270,off,2,on,90,4
270,off,2,on,90,5
270,off,2,on,90,6
270,off,2,on,90,7
270,off,2,on,90,8
270,off,2,on,90,9
270,off,2,on,135,0
270,off,2,on,135,1
270,off,2,on,135,2
270,off,2,on,135,3
270,off,2,on,135,4
270,off,2,on,135,5
270,off,2,on,135,6
270,off,2,on,135,7
270,off,2,on,135,8
270,off,2,on,135,9
270,off,2,off,45,0
270,off,2,off,45,1
270,off,2,off,45,2
270,off,2,off,45,3
270,off,2,off,45,4
270,off,2,off,45,5
270,off,2,off,45,6
270,off,2,off,45,7
270,off,2,off,45,8
270,off,2,off,45,9
270,off,2,off,90,0
270,off,2,off,90,1
270,off,2,off,90,2
270,off,2,off,90,3
270,off,2,off,90,4
270,off,2,off,90,5
270,off,2,off,90,6
270,off,2,off,90,7
270,off,2,off,90,8
270,off,2,off,90,9
270,off,2,off,135,0
270,off,2,off,135,1
270,off,2,off,135,2
270,off,2,off,135,3
270,off,2,off,135,4
270,off,2,off,135,5
270,off,2,off,135,6
270,off,2,off,135,7
270,off,2,off,135,8
270,off,2,off,135,9
270,off,3,on,45,0
270,off,3,on,45,1
270,off,3,on,45,2
270,off,3,on,45,3
270,off,3,on,45,4
270,off,3,on,45,5
270,off,3,on,45,6
270,off,3,on,45,7
270,off,3,on,45,8
270,off,3,on,45,9
270,off,3,on,90,0
270,off,3,on,90,1
270,off,3,on,90,2
270,off,3,on,90,3
270,off,3,on,90,4
270,off,3,on,90,5
270,off,3,on,90,6
270,off,3,on,90,7
270,off,3,on,90,8
270,off,3,on,90,9
270,off,3,on,135,0
270,off,3,on,135,1
270,off,3,on,135,2
270,off,3,on,135,3
270,off,3,on,135,4
270,off,3,on,135,5
270,off,3,on,135,6
270,off,3,on,135,7
270,off,3,on,135,8
270,off,3,on,135,9
270,off,3,off,45,0
270,off,3,off,45,1
270,off,3,off,45,2
270,off,3,off,45,3
270,off,3,off,45,4
270,off,3,off,45,5
270,off,3,off,45,6
270,off,3,off,45,7
270,off,3,off,45,8
270,off,3,off,45,9
270,off,3,off,90,0
270,off,3,off,90,1
270,off,3,off,90,2
270,off,3,off,90,3
270,off,3,off,90,4
270,off,3,off,90,5
270,off,3,off,90,6
270,off,3,off,90,7
270,off,3,off,90,8
270,off,3,off,90,9
270,off,3,off,135,0
270,off,3,off,135,1
270,off,3,off,135,2
270,off,3,off,135,3
270,off,3,off,135,4
270,off,3,off,135,5
270,off,3,off,135,6
270,off,3,off,135,7
270,off,3,off,135,8
270,off,3,off,135,9
270,off,4,on,45,0
270,off,4,on,45,1
270,off,4,on,45,2
270,off,4,on,45,3
270,off,4,on,45,4
270,off,4,on,45,5
270,off,4,on,45,6
270,off,4,on,45,7
270,off,4,on,45,8
270,off,4,on,45,9
270,off,4,on,90,0
270,off,4,on,90,1
270,off,4,on,90,2
270,off,4,on,90,3
270,off,4,on,90,4
270,off,4,on,90,5
270,off,4,on,90,6
270,off,4,on,90,7
270,off,4,on,90,8
270,off,4,on,90,9
270,off,4,on,135,0
270,off,4,on,135,1
270,off,4,on,135,2
270,off,4,on,135,3
270,off,4,on,135,4
270,off,4,on,135,5
270,off,4,on,135,6
270,off,4,on,135,7
270,off,4,on,135,8
270,off,4,on,135,9
270,off,4,off,45,0
270,off,4,off,45,1
270,off,4,off,45,2
270,off,4,off,45,3
270,off,4,off,45,4
270,off,4,off,45,5
270,off,4,off,45,6
270,off,4,off,45,7
270,off,4,off,45,8
270,off,4,off,45,9
270,off,4,off,90,0
270,off,4,off,90,1
270,off,4,off,90,2
270,off,4,off,90,3
270,off,4,off,90,4
270,off,4,off,90,5
270,off,4,off,90,6
270,off,4,off,90,7
270,off,4,off,90,8
270,off,4,off,90,9
270,off,4,off,135,0
270,off,4,off,135,1
270,off,4,off,135,2
270,off,4,off,135,3
270,off,4,off,135,4
270,off,4,off,135,5
270,off,4,off,135,6
270,off,4,off,135,7
270,off,4,off,135,8
270,off,4,off,135,9
315,on,0,on,45,0
315,on,0,on,45,1
315,on,0,on,45,2
315,on,0,on,45,3
315,on,0,on,45,4
315,on,0,on,45,5
315,on,0,on,45,6
315,on,0,on,45,7
315,on,0,on,45,8
315,on,0,on,45,9
315,on,0,on,90,0
315,on,0,on,90,1
315,on,0,on,90,2
315,on,0,on,90,3
315,on,0,on,90,4
315,on,0,on,90,5
315,on,0,on,90,6
315,on,0,on,90,7
315,on,0,on,90,8
315,on,0,on,90,9
315,on,0,on,135,0
315,on,0,on,135,1
315,on,0,on,135,2
315,on,0,on,135,3
315,on,0,on,135,4
315,on,0,on,135,5
315,on,0,on,135,6
315,on,0,on,135,7
315,on,0,on,135,8
315,on,0,on,135,9
315,on,0,off,45,0
315,on,0,off,45,1
315,on,0,off,45,2
315,on,0,off,45,3
315,on,0,off,45,4
315,on,0,off,45,5
315,on,0,off,45,6
315,on,0,off,45,7
315,on,0,off,45,8
315,on,0,off,45,9
315,on,0,off,90,0
315,on,0,off,90,1
315,on,0,off,90,2
315,on,0,off,90,3
315,on,0,off,90,4
315,on,0,off,90,5
315,on,0,off,90,6
315,on,0,off,90,7
315,on,0,off,90,8
315,on,0,off,90,9
315,on,0,off,135,0
315,on,0,off,135,1
315,on,0,off,135,2
315,on,0,off,135,3
315,on,0,off,135,4
315,on,0,off,135,5
315,on,0,off,135,6
315,on,0,off,135,7
315,on,0,off,135,8
315,on,0,off,135,9
315,on,1,on,45,0
315,on,1,on,45,1
315,on,1,on,45,2
315,on,1,on,45,3
315,on,1,on,45,4
315,on,1,on,45,5
315,on,1,on,45,6
315,on,1,on,45,7
315,on,1,on,45,8
315,on,1,on,45,9
315,on,1,on,90,0
315,on,1,on,90,1
315,on,1,on,90,2
315,on,1,on,90,3
315,on,1,on,90,4
315,on,1,on,90,5
315,on,1,on,90,6
315,on,1,on,90,7
315,on,1,on,90,8
315,on,1,on,90,9
315,on,1,on,135,0
315,on,1,on,135,1
315,on,1,on,135,2
315,on,1,on,135,3
315,on,1,on,135,4
315,on,1,on,135,5
315,on,1,on,135,6
315,on,1,on,135,7
315,on,1,on,135,8
315,on,1,on,135,9
315,on,1,off,45,0
315,on,1,off,45,1
315,on,1,off,45,2
315,on,1,off,45,3
315,on,1,off,45,4
315,on,1,off,45,5
315,on,1,off,45,6
315,on,1,off,45,7
315,on,1,off,45,8
315,on,1,off,45,9
315,on,1,off,90,0
315,on,1,off,90,1
315,on,1,off,90,2
315,on,1,off,90,3
315,on,1,off,90,4
315,on,1,off,90,5
315,on,1,off,90,6
315,on,1,off,90,7
315,on,1,off,90,8
315,on,1,off,90,9
315,on,1,off,135,0
315,on,1,off,135,1
315,on,1,off,135,2
315,on,1,off,135,3
315,on,1,off,135,4
315,on,1,off,135,5
315,on,1,off,135,6
315,on,1,off,135,7
315,on,1,off,135,8
315,on,1,off,135,9
315,on,2,on,45,0
315,on,2,on,45,1
315,on,2,on,45,2
315,on,2,on,45,3
315,on,2,on,45,4
315,on,2,on,45,5
315,on,2,on,45,6
315,on,2,on,45,7
315,on,2,on,45,8
315,on,2,on,45,9
315,on,2,on,90,0
315,on,2,on,90,1
315,on,2,on,90,2
315,on,2,on,90,3
315,on,2,on,90,4
315,on,2,on,90,5
315,on,2,on,90,6
315,on,2,on,90,7
315,on,2,on,90,8
315,on,2,on,90,9
315,on,2,on,135,0
315,on,2,on,135,1
315,on,2,on,135,2
315,on,2,on,135,3
315,on,2,on,135,4
315,on,2,on,135,5
315,on,2,on,135,6
315,on,2,on,135,7
315,on,2,on,135,8
315,on,2,on,135,9
315,on,2,off,45,0
315,on,2,off,45,1
315,on,2,off,45,2
315,on,2,off,45,3
315,on,2,off,45,4
315,on,2,off,45,5
315,on,2,off,45,6
315,on,2,off,45,7
315,on,2,off,45,8
315,on,2,off,45,9
315,on,2,off,90,0
315,on,2,off,90,1
315,on,2,off,90,2
315,on,2,off,90,3
315,on,2,off,90,4
315,on,2,off,90,5
315,on,2,off,90,6
315,on,2,off,90,7
315,on,2,off,90,8
315,on,2,off,90,9
315,on,2,off,135,0
315,on,2,off,135,1
315,on,2,off,135,2
315,on,2,off,135,3
315,on,2,off,135,4
315,on,2,off,135,5
315,on,2,off,135,6
315,on,2,off,135,7
315,on,2,off,135,8
315,on,2,off,135,9
315,on,3,on,45,0
315,on,3,on,45,1
315,on,3,on,45,2
315,on,3,on,45,3
315,on,3,on,45,4
315,on,3,on,45,5
315,on,3,on,45,6
315,on,3,on,45,7
315,on,3,on,45,8
315,on,3,on,45,9
315,on,3,on,90,0
315,on,3,on,90,1
315,on,3,on,90,2
315,on,3,on,90,3
315,on,3,on,90,4
315,on,3,on,90,5
315,on,3,on,90,6
315,on,3,on,90,7
315,on,3,on,90,8
315,on,3,on,90,9
315,on,3,on,135,0
315,on,3,on,135,1
315,on,3,on,135,2
315,on,3,on,135,3
315,on,3,on,135,4
315,on,3,on,135,5
315,on,3,on,135,6
315,on,3,on,135,7
315,on,3,on,135,8
315,on,3,on,135,9
315,on,3,off,45,0
315,on,3,off,45,1
315,on,3,off,45,2
315,on,3,off,45,3
315,on,3,off,45,4
315,on,3,off,45,5
315,on,3,off,45,6
315,on,3,off,45,7
315,on,3,off,45,8
315,on,3,off,45,9
315,on,3,off,90,0
315,on,3,off,90,1
315,on,3,off,90,2
315,on,3,off,90,3
315,on,3,off,90,4
315,on,3,off,90,5
315,on,3,off,90,6
315,on,3,off,90,7
315,on,3,off,90,8
315,on,3,off,90,9
315,on,3,off,135,0
315,on,3,off,135,1
315,on,3,off,135,2
315,on,3,off,135,3
315,on,3,off,135,4
315,on,3,off,135,5
315,on,3,off,135,6
315,on,3,off,135,7
315,on,3,off,135,8
315,on,3,off,135,9
315,on,4,on,45,0
315,on,4,on,45,1
315,on,4,on,45,2
315,on,4,on,45,3
315,on,4,on,45,4
315,on,4,on,45,5
315,on,4,on,45,6
315,on,4,on,45,7
315,on,4,on,45,8
315,on,4,on,45,9
315,on,4,on,90,0
315,on,4,on,90,1
315,on,4,on,90,2
315,on,4,on,90,3
315,on,4,on,90,4
315,on,4,on,90,5
315,on,4,on,90,6
315,on,4,on,90,7
315,on,4,on,90,8
315,on,4,on,90,9
315,on,4,on,135,0
315,on,4,on,135,1
315,on,4,on,135,2
315,on,4,on,135,3
315,on,4,on,135,4
315,on,4,on,135,5
315,on,4,on,135,6
315,on,4,on,135,7
315,on,4,on,135,8
315,on,4,on,135,9
315,on,4,off,45,0
315,on,4,off,45,1
315,on,4,off,45,2
315,on,4,off,45,3
315,on,4,off,45,4
315,on,4,off,45,5
315,on,4,off,45,6
315,on,4,off,45,7
315,on,4,off,45,8
315,on,4,off,45,9
315,on,4,off,90,0
315,on,4,off,90,1
315,on,4,off,90,2
315,on,4,off,90,3
315,on,4,off,90,4
315,on,4,off,90,5
315,on,4,off,90,6
315,on,4,off,90,7
315,on,4,off,90,8
315,on,4,off,90,9
315,on,4,off,135,0
315,on,4,off,135,1
315,on,4,off,135,2
315,on,4,off,135,3
315,on,4,off,135,4
315,on,4,off,135,5
315,on,4,off,135,6
315,on,4,off,135,7
315,on,4,off,135,8
315,on,4,off,135,9
315,off,0,on,45,0
315,off,0,on,45,1
315,off,0,on,45,2
315,off,0,on,45,3
315,off,0,on,45,4
315,off,0,on,45,5
315,off,0,on,45,6
315,off,0,on,45,7
315,off,0,on,45,8
315,off,0,on,45,9
315,off,0,on,90,0
315,off,0,on,90,1
315,off,0,on,90,2
315,off,0,on,90,3
315,off,0,on,90,4
315,off,0,on,90,5
315,off,0,on,90,6
315,off,0,on,90,7
315,off,0,on,90,8
315,off,0,on,90,9
315,off,0,on,135,0
315,off,0,on,135,1
315,off,0,on,135,2
315,off,0,on,135,3
315,off,0,on,135,4
315,off,0,on,135,5
315,off,0,on,135,6
315,off,0,on,135,7
315,off,0,on,135,8
315,off,0,on,135,9
315,off,0,off,45,0
315,off,0,off,45,1
315,off,0,off,45,2
315,off,0,off,45,3
315,off,0,off,45,4
315,off,0,off,45,5
315,off,0,off,45,6
315,off,0,off,45,7
315,off,0,off,45,8
315,off,0,off,45,9
315,off,0,off,90,0
315,off,0,off,90,1
315,off,0,off,90,2
315,off,0,off,90,3
315,off,0,off,90,4
315,off,0,off,90,5
315,off,0,off,90,6
315,off,0,off,90,7
315,off,0,off,90,8
315,off,0,off,90,9
315,off,0,off,135,0
315,off,0,off,135,1
315,off,0,off,135,2
315,off,0,off,135,3
315,off,0,off,135,4
315,off,0,off,135,5
315,off,0,off,135,6
315,off,0,off,135,7
315,off,0,off,135,8
315,off,0,off,135,9
315,off,1,on,45,0
315,off,1,on,45,1
315,off,1,on,45,2
315,off,1,on,45,3
315,off,1,on,45,4
315,off,1,on,45,5
315,off,1,on,45,6
315,off,1,on,45,7
315,off,1,on,45,8
315,off,1,on,45,9
315,off,1,on,90,0
315,off,1,on,90,1
315,off,1,on,90,2
315,off,1,on,90,3
315,off,1,on,90,4
315,off,1,on,90,5
315,off,1,on,90,6
315,off,1,on,90,7
315,off,1,on,90,8
315,off,1,on,90,9
315,off,1,on,135,0
315,off,1,on,135,1
315,off,1,on,135,2
315,off,1,on,135,3
315,off,1,on,135,4
315,off,1,on,135,5
315,off,1,on,135,6
315,off,1,on,135,7
315,off,1,on,135,8
315,off,1,on,135,9
315,off,1,off,45,0
315,off,1,off,45,1
315,off,1,off,45,2
315,off,1,off,45,3
315,off,1,off,45,4
315,off,1,off,45,5
315,off,1,off,45,6
315,off,1,off,45,7
315,off,1,off,45,8
315,off,1,off,45,9
315,off,1,off,90,0
315,off,1,off,90,1
315,off,1,off,90,2
315,off,1,off,90,3
315,off,1,off,90,4
315,off,1,off,90,5
315,off,1,off,90,6
315,off,1,off,90,7
315,off,1,off,90,8
315,off,1,off,90,9
315,off,1,off,135,0
315,off,1,off,135,1
315,off,1,off,135,2
315,off,1,off,135,3
315,off,1,off,135,4
315,off,1,off,135,5
315,off,1,off,135,6
315,off,1,off,135,7
315,off,1,off,135,8
315,off,1,off,135,9
315,off,2,on,45,0
315,off,2,on,45,1
315,off,2,on,45,2
315,off,2,on,45,3
315,off,2,on,45,4
315,off,2,on,45,5
315,off,2,on,45,6
315,off,2,on,45,7
315,off,2,on,45,8
315,off,2,on,45,9
315,off,2,on,90,0
315,off,2,on,90,1
315,off,2,on,90,2
315,off,2,on,90,3
315,off,2,on,90,4
315,off,2,on,90,5
315,off,2,on,90,6
315,off,2,on,90,7
315,off,2,on,90,8
315,off,2,on,90,9
315,off,2,on,135,0
315,off,2,on,135,1
315,off,2,on,135,2
315,off,2,on,135,3
315,off,2,on,135,4
315,off,2,on,135,5
315,off,2,on,135,6
315,off,2,on,135,7
315,off,2,on,135,8
315,off,2,on,135,9
315,off,2,off,45,0
315,off,2,off,45,1
315,off,2,off,45,2
315,off,2,off,45,3
315,off,2,off,45,4
315,off,2,off,45,5
315,off,2,off,45,6
315,off,2,off,45,7
315,off,2,off,45,8
315,off,2,off,45,9
315,off,2,off,90,0
315,off,2,off,90,1
315,off,2,off,90,2
315,off,2,off,90,3
315,off,2,off,90,4
315,off,2,off,90,5
315,off,2,off,90,6
315,off,2,off,90,7
315,off,2,off,90,8
315,off,2,off,90,9
315,off,2,off,135,0
315,off,2,off,135,1
315,off,2,off,135,2
315,off,2,off,135,3
315,off,2,off,135,4
315,off,2,off,135,5
315,off,2,off,135,6
315,off,2,off,135,7
315,off,2,off,135,8
315,off,2,off,135,9
315,off,3,on,45,0
315,off,3,on,45,1
315,off,3,on,45,2
315,off,3,on,45,3
315,off,3,on,45,4
315,off,3,on,45,5
315,off,3,on,45,6
315,off,3,on,45,7
315,off,3,on,45,8
315,off,3,on,45,9
315,off,3,on,90,0
315,off,3,on,90,1
315,off,3,on,90,2
315,off,3,on,90,3
315,off,3,on,90,4
315,off,3,on,90,5
315,off,3,on,90,6
315,off,3,on,90,7
315,off,3,on,90,8
315,off,3,on,90,9
315,off,3,on,135,0
315,off,3,on,135,1
315,off,3,on,135,2
315,off,3,on,135,3
315,off,3,on,135,4
315,off,3,on,135,5
315,off,3,on,135,6
315,off,3,on,135,7
315,off,3,on,135,8
315,off,3,on,135,9
315,off,3,off,45,0
315,off,3,off,45,1
315,off,3,off,45,2
315,off,3,off,45,3
315,off,3,off,45,4
315,off,3,off,45,5
315,off,3,off,45,6
315,off,3,off,45,7
315,off,3,off,45,8
315,off,3,off,45,9
315,off,3,off,90,0
315,off,3,off,90,1
315,off,3,off,90,2
315,off,3,off,90,3
315,off,3,off,90,4
315,off,3,off,90,5
315,off,3,off,90,6
315,off,3,off,90,7
315,off,3,off,90,8
315,off,3,off,90,9
315,off,3,off,135,0
315,off,3,off,135,1
315,off,3,off,135,2
315,off,3,off,135,3
315,off,3,off,135,4
315,off,3,off,135,5
315,off,3,off,135,6
315,off,3,off,135,7
315,off,3,off,135,8
315,off,3,off,135,9
315,off,4,on,45,0
315,off,4,on,45,1
315,off,4,on,45,2
315,off,4,on,45,3
315,off,4,on,45,4
315,off,4,on,45,5
315,off,4,on,45,6
315,off,4,on,45,7
315,off,4,on,45,8
315,off,4,on,45,9
315,off,4,on,90,0
315,off,4,on,90,1
315,off,4,on,90,2
315,off,4,on,90,3
315,off,4,on,90,4
315,off,4,on,90,5
315,off,4,on,90,6
315,off,4,on,90,7
315,off,4,on,90,8
315,off,4,on,90,9
315,off,4,on,135,0
315,off,4,on,135,1
315,off,4,on,135,2
315,off,4,on,135,3
315,off,4,on,135,4
315,off,4,on,135,5
315,off,4,on,135,6
315,off,4,on,135,7
315,off,4,on,135,8
315,off,4,on,135,9
315,off,4,off,45,0
315,off,4,off,45,1
315,off,4,off,45,2
315,off,4,off,45,3
315,off,4,off,45,4
315,off,4,off,45,5
315,off,4,off,45,6
315,off,4,off,45,7
315,off,4,off,45,8
315,off,4,off,45,9
315,off,4,off,90,0
315,off,4,off,90,1
315,off,4,off,90,2
315,off,4,off,90,3
315,off,4,off,90,4
315,off,4,off,90,5
315,off,4,off,90,6
315,off,4,off,90,7
315,off,4,off,90,8
315,off,4,off,90,9
315,off,4,off,135,0
315,off,4,off,135,1
315,off,4,off,135,2
315,off,4,off,135,3
315,off,4,off,135,4
315,off,4,off,135,5
315,off,4,off,135,6
315,off,4,off,135,7
315,off,4,off,135,8
315,off,4,off,135,9
